version,filename,file_present,db_record,db_name,bucket,action,risk,in_snapshot,source,evidence
20260806204504,20260806204504_audit_fix_orph_refs_v2.sql,yes,yes,migration_20260806204504,B2,ARCHIVE,MED,no,agent,20260806204504	20260806204504_audit_fix_orph_refs_v2.sql	B2	Arquivo+db_record+5/6 refs no snapshot - ARCHIVE	yes	migrati
20260806204525,20260806204525_audit_fix_funcoes_lgpd.sql,yes,yes,migration_20260806204525,B2,ARCHIVE,MED,no,agent,20260806204525	20260806204525_audit_fix_funcoes_lgpd.sql	B2	Arquivo+db_record+6/6 refs no snapshot - ARCHIVE	yes	migrati
20260806204540,20260806204540_audit_fix_realtime_views_ops_public.sql,yes,yes,migration_20260806204540,B2,ARCHIVE,MED,no,agent,20260806204540	20260806204540_audit_fix_realtime_views_ops_public.sql	B2	Arquivo+db_record+1/2 refs no snapshot - ARCHIV
20260806204705,20260806204705_audit_fix_secdef_search_path_final.sql,yes,yes,migration_20260806204705,B2,ARCHIVE,MED,no,agent,20260806204705	20260806204705_audit_fix_secdef_search_path_final.sql	B2	Arquivo+db_record+2/2 refs no snapshot - ARCHIVE
20260806210200,20260806210200_f12_linkage_realtime_view.sql,yes,yes,f12_linkage_realtime_view,B2,ARCHIVE,MED,yes,agent,20260806210200	20260806210200_f12_linkage_realtime_view.sql	B2	Arquivo+db_record (ddl sem CREATE/hits - DO/ALTER/GRANT) 
20260806221332,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,Vivos no snapshot: VIEW:zapp.whatsapp_connections;POLICY:evo_creds_service_role_only | Mortos: TABLE_BACKUP:archive.mess
20260806221333,,no,yes,,B5a,BACKFILL-FILE,HIGH,,orfao,Vivos no snapshot: VIEW:zapp.whatsapp_connections;POLICY:evo_creds_service_role_only | Mortos: TABLE_BACKUP:archive.mess
20260806221335,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM-ARQUIVO-NO-GIT — sem objeto a backfill
20260806221500,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Fix sem arquivo no git — efeito ja aplicado
20260806221825,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM-ARQUIVO-NO-GIT — sem objeto a backfill
20260806221835,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM-ARQUIVO-NO-GIT — sem objeto a backfill
20260806222114,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM-ARQUIVO-NO-GIT — sem objeto a backfill
20260806222209,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM-ARQUIVO-NO-GIT — sem objeto a backfill
20260806222211,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM-ARQUIVO-NO-GIT — sem objeto a backfill
20260806222402,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,Nome generico de ferramenta externa — sem objeto a backfill
20260806235401,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,SEM-ARQUIVO-NO-GIT — sem objeto a backfill
20260806300000,20260806300000_fix_idor_toggle_meme_favorite.sql,yes,yes,fix_idor_toggle_meme_favorite,B3,ARCHIVE,MED,yes,agent,20260806300000	20260806300000_fix_idor_toggle_meme_favorite.sql	B3	Superseded: objetos recriados em zapp.fn_toggle_user_
20260806400000,20260806400000_fix_retry_auto_fail_max_retry.sql,yes,yes,fix_retry_auto_fail_max_retry,B2,ARCHIVE,MED,no,agent,20260806400000	20260806400000_fix_retry_auto_fail_max_retry.sql	B2	Arquivo+db_record+1/1 objetos CRIADOS no snapshot - A
20260806500000,20260806500000_fix_cosmetic_gaps_p3.sql,yes,yes,fix_cosmetic_gaps_p3,B2,ARCHIVE,MED,yes,agent,20260806500000	20260806500000_fix_cosmetic_gaps_p3.sql	B2	Arquivo+db_record (sem DDL executável - documental) - ARCHIVE	
20260806600000,20260806600000_fix_sticker_idor_p1.sql,yes,yes,fix_sticker_idor_p1,B2,ARCHIVE,MED,no,agent,20260806600000	20260806600000_fix_sticker_idor_p1.sql	B2	Arquivo+db_record+1/1 objetos CRIADOS no snapshot - ARCHIVE	yes
20260806700000,20260806700000_fix_g1_searchpath_gaps.sql,yes,yes,fix_g1_searchpath_gaps,B2,ARCHIVE,MED,yes,agent,20260806700000	20260806700000_fix_g1_searchpath_gaps.sql	B2	Arquivo+db_record (ddl sem CREATE/hits - DO/ALTER/GRANT) - A
20260806800000,20260806800000_fix_g1b_meme_favorite_searchpath.sql,yes,yes,fix_g1b_meme_favorite_searchpath,B3,ARCHIVE,MED,yes,agent,20260806800000	20260806800000_fix_g1b_meme_favorite_searchpath.sql	B3	Superseded: objetos recriados em zapp.fn_toggle_us
20260806800001,20260806800001_fix_g1_meme_favorite_searchpath.sql,yes,yes,fix_g1_meme_favorite_searchpath,B2,ARCHIVE,MED,no,agent,20260806800001	20260806800001_fix_g1_meme_favorite_searchpath.sql	B2	Arquivo+db_record+2/2 refs no snapshot - ARCHIVE	ye
20260806800002,20260806800002_seed_evo_instance_credentials_wpp2.sql,yes,yes,seed_evo_instance_credentials_wpp2,B2,ARCHIVE,MED,no,agent,20260806800002	20260806800002_seed_evo_instance_credentials_wpp2.sql	B2	Arquivo+db_record+1/1 refs no snapshot - ARCHIVE
20260806850000,20260806850000_realtime_presence_connections.sql,yes,yes,realtime_presence_connections,B2,ARCHIVE,MED,no,agent,20260806850000	20260806850000_realtime_presence_connections.sql	B2	Arquivo+db_record+3/3 refs no snapshot - ARCHIVE	yes	
20260806900000,20260806900000_fix_rls_sticker_favorites.sql,yes,yes,fix_rls_sticker_favorites,B2,ARCHIVE,MED,no,agent,20260806900000	20260806900000_fix_rls_sticker_favorites.sql	B2	Arquivo+db_record+1/1 objetos CRIADOS no snapshot - ARCHI
20260806950000,20260806950000_fix_sec2_sec3_sec4_guards.sql,yes,yes,fix_sec2_sec3_sec4_guards,B2,ARCHIVE,MED,yes,agent,20260806950000	B2	yes	55	zapp.get_visible_agent_ids;zapp.has_role;zapp.user_has_permission;REVOKE_EXECUTE_4	CREATE OR RE
20260806960000,20260806960000_fix_cotacoes_schema_ref.sql,yes,yes,fix_cotacoes_schema_ref,B2,ARCHIVE,MED,yes,agent,20260806960000	B2	yes	4	zapp.apagar_nota_fiscal;financeiro.apagar_nota_fiscal;zapp.fn_vacuum_critical_tables	CREATE OR R
20260806970000,20260806970000_fix_duplicate_rls_policies.sql,yes,yes,fix_duplicate_rls_policies,B2,ARCHIVE,MED,yes,agent,20260806970000	B2	yes	0	DROP POLICY 6x;CREATE POLICY 1x;COMMENT 3x	DROP de RLS duplicadas + CREATE corrigido; policies r
20260806970001,20260806970001_explicit_rls_audio_meme_favorites.sql,yes,yes,explicit_rls_audio_meme_favorites,B2,ARCHIVE,MED,yes,agent,20260806970001	B2	yes	0	ALTER TABLE ENABLE RLS;CREATE POLICY;COMMENT	Hardening RLS audio_meme_favorites; policy explícit
20260806980000,20260806980000_fix_fn_toggle_meme_favorite_table_and_guard.sql,yes,yes,fix_fn_toggle_meme_favorite_table_and_guard,B2,ARCHIVE,MED,yes,agent,20260806980000	B2	yes	3	zapp.fn_toggle_user_meme_favorite(uuid;uuid)	CREATE OR REPLACE função com tabela e guard IDOR co
20260806990000,20260806990000_rb2_desfasar_evo_401_feed.sql,yes,yes,rb2_desfasar_evo_401_feed,B2,ARCHIVE,MED,yes,agent,20260806990000	B2	yes	0	cron.schedule evo-401-feed	Reschedule cron evo-401-feed para evitar colisão; db_record confirmad
20260806990001,20260806990001_rb2_versionar_wrapper_http_post.sql,yes,yes,rb2_versionar_wrapper_http_post,B2,ARCHIVE,MED,yes,agent,20260806990001	B2	yes	1	extensions.http_post	CREATE OR REPLACE wrapper http_post; objeto no snapshot
20260806991000,20260806991000_drop_duplicate_indexes_evolution_messages.sql,yes,yes,drop_duplicate_indexes_evolution_messages,B4,DELETE,MED,yes,agent,20260806991000	B4	yes	0	DROP INDEX 50+	TOMBSTONE: drop de índices duplicados; objetos não recriados
20260806992000,20260806992000_drop_unused_tsvector_indexes.sql,yes,yes,drop_unused_tsvector_indexes,B4,DELETE,MED,yes,agent,20260806992000	B4	yes	0	DROP INDEX 17	TOMBSTONE: drop de índices tsvector não usados; objetos não recriados
20260806993000,20260806993000_drop_model_pricing_v1_orphan.sql,yes,yes,drop_model_pricing_v1_orphan,B4,DELETE,MED,yes,agent,20260806993000	B4	yes	0	DROP TABLE 4;DROP SEQUENCE 3;DROP VIEW 1	TOMBSTONE: drop model_pricing_v1 órfão; objetos não rec
20260806994000,20260806994000_drop_pgmq_extension.sql,yes,yes,drop_pgmq_extension,B4,DELETE,MED,yes,agent,20260806994000	B4	yes	0	DROP EXTENSION pgmq	TOMBSTONE: drop extensão pgmq nunca usada; objeto não recriado
20260806995001,20260806995001_autovacuum_bootstrap_log.sql,yes,yes,autovacuum_bootstrap_log,B2,ARCHIVE,MED,yes,agent,20260806995001	B2	yes	1	evo.evolution_bootstrap_log;idx_ebl_instance_created;GRANT;cron;ALTER TABLE	CREATE TABLE bootstr
20260806995003,20260806995003_autovacuum_disk_actions_queue.sql,yes,yes,autovacuum_disk_actions_queue,B2,ARCHIVE,MED,yes,agent,20260806995003	B2	yes	0	ops.disk_actions_queue;idx_daq_pending;uq_disk_actions_pending;GRANT;cron;ALTER TABLE	CREATE TAB
20260806995005,20260806995005_autovacuum_paused_services.sql,yes,yes,autovacuum_paused_services,B2,ARCHIVE,MED,yes,agent,20260806995005	B2	yes	0	ops.paused_services;GRANT;ALTER TABLE	CREATE TABLE serviços pausados + autovacuum; ops schema nã
20260806995006,20260806995006_autovacuum_alert_cooldown.sql,yes,yes,autovacuum_alert_cooldown,B2,ARCHIVE,MED,yes,agent,20260806995006	B2	yes	0	ops.alert_cooldown;GRANT;ALTER TABLE	CREATE TABLE cooldown alertas + autovacuum; ops schema não 
20260806995007,20260806995007_autovacuum_docker_prune_log.sql,yes,yes,autovacuum_docker_prune_log,B2,ARCHIVE,MED,yes,agent,20260806995007	B2	yes	0	ops.docker_prune_log_id_seq;ops.docker_prune_log;GRANT;cron;ALTER TABLE	CREATE TABLE docker prun
20260806995008,20260806995008_autovacuum_disk_orphans.sql,yes,yes,autovacuum_disk_orphans,B2,ARCHIVE,MED,yes,agent,20260806995008	B2	yes	0	ops.disk_orphans;GRANT;ALTER TABLE	CREATE TABLE catálogo volumes órfãos + autovacuum; ops schema
20260807000001,20260807000001_drop_orphan_public_views_33.sql,yes,yes,drop_orphan_public_views_33,B4,DELETE,MED,yes,agent,20260807000001	B4	yes	0	DROP VIEW 33	TOMBSTONE: drop 33 views órfãs public.*; objetos não recriados
20260807083000,20260807083000_rpc_get_reactions_batch.sql,yes,yes,rpc_get_reactions_batch_versionada,B2,ARCHIVE,MED,yes,agent,20260807083000	B2	yes	1	zapp.rpc_get_reactions_batch(uuid[])	CREATE OR REPLACE RPC para reações batch; objeto no snapsho
20260807084000,20260807084000_rpc_get_reactions_batch_grants.sql,yes,yes,rpc_get_reactions_batch_grants,B2,ARCHIVE,MED,yes,agent,20260807084000	B2	yes	0	REVOKE/GRANT zapp.rpc_get_reactions_batch	REVOKE PUBLIC + GRANT authenticated/service_role; gran
20260807090000,20260807090000_item86_health_score_ttl30.sql,yes,yes,item86_health_score_ttl30,B2,ARCHIVE,MED,yes,agent,20260807090000	B2	yes	25	zapp.fn_health_score_cache;zapp.fn_health_score_history;2xSEQUENCE;4xCRON;GRANT	CREATE TABLE ca
20260807091000,20260807091000_grant_execute_frontend_rpcs.sql,yes,yes,grant_execute_frontend_rpcs_89_functions,B2,ARCHIVE,MED,yes,agent,20260807091000	B2	yes	0	DO GRANT EXECUTE 89 rpc_* TO authenticated	GRANT em lote de 89 RPCs frontend; grants refletidos 
20260807091100,20260807091100_item85_evo401_feed_conn_history.sql,yes,yes,item85_evo401_feed_conn_history,B2,ARCHIVE,MED,yes,agent,1	20260807091100_item85_evo401_feed_conn_history.sql	20260807091100	B2	arquivo+db_record (grants/crons; sem footprint sn
20260807092000,20260807092000_item84_warroom_critical_mirror.sql,yes,yes,item84_warroom_critical_mirror,B2,ARCHIVE,MED,yes,agent,2	20260807092000_item84_warroom_critical_mirror.sql	20260807092000	B2	arquivo+db_record+snapshot_hits(27)	CREATE:4 cron:
20260807093000,20260807093000_item89_disk_baseline_collector_guard.sql,yes,yes,item89_disk_baseline_collector_guard,B2,ARCHIVE,MED,yes,agent,3	20260807093000_item89_disk_baseline_collector_guard.sql	20260807093000	B2	arquivo+db_record+snapshot_hits(1)	CREATE:4 
20260807094000,20260807094000_item143_restore_partition_baseline_dynamic.sql,yes,yes,item143_restore_partition_baseline_dynamic,B2,ARCHIVE,MED,yes,agent,4	20260807094000_item143_restore_partition_baseline_dynamic.sql	20260807094000	B2	arquivo+db_record (grants/crons; sem f
20260807095000,20260807095000_item90_logflare_retention_7d.sql,yes,yes,item90_logflare_retention_7d,B2,ARCHIVE,MED,yes,agent,5	20260807095000_item90_logflare_retention_7d.sql	20260807095000	B2	arquivo+db_record (grants/crons; sem footprint snaps
20260807100000,20260807100000_item84_fix_mirror_resolved_generated.sql,yes,yes,item84_fix_mirror_resolved_generated,B2,ARCHIVE,MED,yes,agent,6	20260807100000_item84_fix_mirror_resolved_generated.sql	20260807100000	B2	arquivo+db_record (grants/crons; sem footpri
20260807101000,20260807101000_item85_sentinel_stale_race_fix.sql,yes,yes,item85_sentinel_stale_race_fix,B2,ARCHIVE,MED,yes,agent,7	20260807101000_item85_sentinel_stale_race_fix.sql	20260807101000	B2	arquivo+db_record (grants/crons; sem footprint sna
20260807102155,20260807102155_onda3_d2_negocio_triggers_evo_contrato_views_rpc.sql,yes,yes,onda3_d2_negocio_triggers_evo_contrato_views_rpc,B2,ARCHIVE,MED,yes,agent,8	20260807102155_onda3_d2_negocio_triggers_evo_contrato_views_rpc.sql	20260807102155	B2	arquivo+db_record (grants/crons;
20260807103602,20260807103602_fix_policies_p2_residuais.sql,yes,yes,migration_20260807103602,B2,ARCHIVE,MED,no,agent,9	20260807103602_fix_policies_p2_residuais.sql	20260807103602	B2	arquivo+db_record (grants/crons; sem footprint snapshot
20260807110000,20260807110000_ag_ex19_watchdogs_kpi.sql,yes,yes,ag_ex19_watchdogs_kpi,B2,ARCHIVE,MED,yes,agent,10	20260807110000_ag_ex19_watchdogs_kpi.sql	20260807110000	B2	arquivo+db_record+snapshot_hits(8)	CREATE:1 cron:1	yes	ag_
20260807110001,20260807110001_ag_ex19_v2_cron_and_inventory.sql,yes,yes,ag_ex19_v2_cron_and_inventory,B2,ARCHIVE,MED,no,agent,11	20260807110001_ag_ex19_v2_cron_and_inventory.sql	20260807110001	B2	arquivo+db_record (grants/crons; sem footprint sna
20260807110002,20260807110002_ag_ex19_kpi_episodio.sql,yes,yes,ag_ex19_kpi_episodio,B2,ARCHIVE,MED,yes,agent,12	20260807110002_ag_ex19_kpi_episodio.sql	20260807110002	B2	arquivo+db_record (grants/crons; sem footprint snapshot)	CR
20260807110003,20260807110003_ag_ex19_kpi_resolved_generated_fix.sql,yes,yes,ag_ex19_kpi_resolved_generated_fix,B2,ARCHIVE,MED,yes,agent,13	20260807110003_ag_ex19_kpi_resolved_generated_fix.sql	20260807110003	B2	arquivo+db_record+snapshot_hits(2)	CREATE:1 G
20260807110457,20260807110457_fix_validacao_f6_f3_f2.sql,yes,yes,migration_20260807110457,B2,ARCHIVE,MED,no,agent,14	20260807110457_fix_validacao_f6_f3_f2.sql	20260807110457	B2	arquivo+db_record (grants/crons; sem footprint snapshot)	
20260807120000,20260807120000_revoke_anon_execute_six_functions.sql,yes,yes,revoke_anon_execute_six_functions,B2,ARCHIVE,MED,yes,agent,15	20260807120000_revoke_anon_execute_six_functions.sql	20260807120000	B2	arquivo+db_record+snapshot_hits(5)	GRANT/REVOK
20260807120100,20260807120100_vald_email_revalidation_jobs_create.sql,yes,yes,vald_email_revalidation_jobs_create,B2,ARCHIVE,MED,yes,agent,16	20260807120100_vald_email_revalidation_jobs_create.sql	20260807120100	B2	arquivo+db_record+snapshot_hits(13)	CREATE:4
20260807120325,20260807120325_consolidate_rpc_insert_message.sql,yes,yes,consolidate_rpc_insert_message,B2,ARCHIVE,MED,yes,agent,17	20260807120325_consolidate_rpc_insert_message.sql	20260807120325	B2	arquivo+db_record+snapshot_hits(1)	CREATE:1 DROP:
20260807130000,20260807130000_revoke_anon_execute_fn_require_app_user.sql,yes,yes,revoke_anon_execute_fn_require_app_user,B2,ARCHIVE,MED,yes,agent,18	20260807130000_revoke_anon_execute_fn_require_app_user.sql	20260807130000	B2	arquivo+db_record+snapshot_hits(55)	GRAN
20260807140000,20260807140000_create_rpc_e2e_cleanup.sql,yes,yes,create_rpc_e2e_cleanup,B2,ARCHIVE,MED,yes,agent,19	20260807140000_create_rpc_e2e_cleanup.sql	20260807140000	B2	arquivo+db_record+snapshot_hits(1)	CREATE:1 DROP:1 GRANT/
20260807145000,20260807145000_ag04_arq11_searchpath_outliers.sql,yes,yes,ag04_arq11_searchpath_outliers,B2,ARCHIVE,MED,no,agent,20	20260807145000_ag04_arq11_searchpath_outliers.sql	20260807145000	B2	arquivo+db_record (grants/crons; sem footprint sn
20260807145100,20260807145100_ag04_arq11_searchpath_zapp_rpc_schema.sql,yes,yes,ag04_arq11_searchpath_zapp_rpc_schema,B2,ARCHIVE,MED,no,agent,21	20260807145100_ag04_arq11_searchpath_zapp_rpc_schema.sql	20260807145100	B2	arquivo+db_record (grants/crons; sem footp
20260807150000,20260807150000_e2e_rpc_seed_and_validate.sql,yes,yes,e2e_rpc_seed_and_validate,B2,ARCHIVE,MED,yes,agent,22	20260807150000_e2e_rpc_seed_and_validate.sql	20260807150000	B2	arquivo+db_record+snapshot_hits(2)	CREATE:2 DROP:2 GRA
20260807160000,20260807160000_vald2_fn_drop_logflare_slot_mirror.sql,yes,yes,fix_ops_analytics_log_retention_dblink_ref,B2,ARCHIVE,MED,yes,agent,1	20260807160000	20260807160000_vald2_fn_drop_logflare_slot_mirror.sql	B2	db_record=yes; zapp.fn_drop_logflare_slot() ex
20260807160001,20260807160001_ag01_onda2_move_amcheck_to_extensions.sql,yes,yes,ag01_onda2_move_amcheck_to_extensions,B2,ARCHIVE,MED,yes,agent,2	20260807160001	20260807160001_ag01_onda2_move_amcheck_to_extensions.sql	B2	db_record=yes; ALTER EXTENSION amcheck SET 
20260807160002,20260807160002_ag01_onda2_move_hypopg_to_extensions.sql,yes,yes,ag01_onda2_move_hypopg_to_extensions,B2,ARCHIVE,MED,yes,agent,3	20260807160002	20260807160002_ag01_onda2_move_hypopg_to_extensions.sql	B2	db_record=yes; ALTER EXTENSION hypopg SET SC
20260807160003,20260807160003_ag01_onda2_move_index_advisor_to_extensions.sql,yes,yes,ag01_onda2_move_index_advisor_to_extensions,B2,ARCHIVE,MED,yes,agent,4	20260807160003	20260807160003_ag01_onda2_move_index_advisor_to_extensions.sql	B2	db_record=yes; ALTER EXTENSION index_
20260807160004,20260807160004_ag01_onda2_move_pg_buffercache_to_extensions.sql,yes,yes,ag01_onda2_move_pg_buffercache_to_extensions,B2,ARCHIVE,MED,yes,agent,5	20260807160004	20260807160004_ag01_onda2_move_pg_buffercache_to_extensions.sql	B2	db_record=yes; ALTER EXTENSION pg_bu
20260807160005,20260807160005_ag01_onda2_move_btree_gin_to_extensions.sql,yes,yes,ag01_onda2_move_btree_gin_to_extensions,B2,ARCHIVE,MED,yes,agent,6	20260807160005	20260807160005_ag01_onda2_move_btree_gin_to_extensions.sql	B2	db_record=yes; ALTER EXTENSION btree_gin 
20260807160006,20260807160006_ag01_onda2_move_dblink_to_extensions.sql,yes,yes,ag01_onda2_move_dblink_to_extensions,B2,ARCHIVE,MED,yes,agent,7	20260807160006	20260807160006_ag01_onda2_move_dblink_to_extensions.sql	B2	db_record=yes; ALTER EXTENSION dblink SET SC
20260807160007,20260807160007_ag01_onda2_move_pg_trgm_to_extensions.sql,yes,yes,ag01_onda2_move_pg_trgm_to_extensions,B2,ARCHIVE,MED,yes,agent,8	20260807160007	20260807160007_ag01_onda2_move_pg_trgm_to_extensions.sql	B2	db_record=yes; ALTER EXTENSION pg_trgm SET 
20260807160008,20260807160008_ag01_onda2_move_unaccent_to_extensions.sql,yes,yes,ag01_onda2_move_unaccent_to_extensions,B2,ARCHIVE,MED,yes,agent,9	20260807160008	20260807160008_ag01_onda2_move_unaccent_to_extensions.sql	B2	db_record=yes; ALTER EXTENSION unaccent SE
20260807160009,20260807160009_ag01_onda2_move_vector_to_extensions.sql,yes,yes,ag01_onda2_move_vector_to_extensions,B2,ARCHIVE,MED,yes,agent,10	20260807160009	20260807160009_ag01_onda2_move_vector_to_extensions.sql	B2	db_record=yes; ALTER EXTENSION vector SET S
20260807165000,20260807165000_cleanup_evo_contacts_orphans.sql,yes,yes,cleanup_evo_contacts_orphans,B3,ARCHIVE,MED,yes,agent,11	20260807165000	20260807165000_cleanup_evo_contacts_orphans.sql	B3	SUPERSEDED: v2 de zapp.rpc_e2e_cleanup(); v3 (20260
20260807170000,20260807170000_public_e2e_rpc_wrappers.sql,yes,yes,public_e2e_rpc_wrappers,B2,ARCHIVE,MED,yes,agent,12	20260807170000	20260807170000_public_e2e_rpc_wrappers.sql	B2	db_record=yes; public wrappers (rpc_e2e_cleanup; rpc_e2e
20260807180000,20260807180000_seed_user_rpc.sql,yes,yes,seed_user_rpc,B2,ARCHIVE,MED,yes,agent,13	20260807180000	20260807180000_seed_user_rpc.sql	B2	db_record=yes; zapp.rpc_e2e_seed_user() presente no snapshot (1 hi
20260807190000,20260807190000_rpc_e2e_cleanup_v3_trigger_guard.sql,yes,yes,rpc_e2e_cleanup_v3_trigger_guard,B2,ARCHIVE,MED,yes,agent,14	20260807190000	20260807190000_rpc_e2e_cleanup_v3_trigger_guard.sql	B2	db_record=yes; zapp.rpc_e2e_cleanup() v3 presen
20260807193616,,no,yes,,B5a,BACKFILL-FILE,MED,,orfao,Vivos no snapshot: POLICY:auth_secure_70;POLICY:auth_secure_70_select
20260807195552,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,REVOKE — permissao ja revogada
20260807195847,,no,yes,,B5b,TOMBSTONE,LOW,,orfao,REVOKE — permissao ja revogada
20260807200000,20260807200000_ag06_sto_team_chat_files_owner_check.sql,yes,yes,ag06_sto_team_chat_files_owner_check,B2,ARCHIVE,MED,yes,agent,15	20260807200000	20260807200000_ag06_sto_team_chat_files_owner_check.sql	B2	db_record=yes; DROP+CREATE POLICY em storag
20260807210000,20260807210000_ag07_sto_mime_types_restantes.sql,yes,yes,ag07_sto_mime_types_restantes,B8,ARCHIVE,MED,yes,agent,16	20260807210000	20260807210000_ag07_sto_mime_types_restantes.sql	B8	LINT FAIL: arquivo 100% comentários sem SQL execut
20260807220000,20260807220000_ag05_onda2_qa1005_fn_insert_idempotency_failure_audit.sql,yes,yes,ag05_onda2_qa1005_fn_insert_idempotency_failure_audit,B2,ARCHIVE,MED,yes,agent,17	20260807220000	20260807220000_ag05_onda2_qa1005_fn_insert_idempotency_failure_audit.sql	B2	db_record=yes; zapp.fn_ins
20260807220001,20260807220001_ag05_onda2_qa1006_pg_stat_database_simple.sql,yes,yes,ag05_onda2_qa1006_pg_stat_database_simple,B2,ARCHIVE,MED,yes,agent,18	20260807220001	20260807220001_ag05_onda2_qa1006_pg_stat_database_simple.sql	B2	db_record=yes; zapp.pg_stat_database_s
20260807220002,20260807220002_ag05_onda2_qa1005_fix_status_check_constraint.sql,yes,yes,ag05_onda2_qa1005_fix_status_check_constraint,B2,ARCHIVE,MED,yes,agent,19	20260807220002	20260807220002_ag05_onda2_qa1005_fix_status_check_constraint.sql	B2	db_record=yes; constraint audit_lo
20260807230000,20260807230000_vault_rls.sql,yes,yes,vault_rls,B2,ARCHIVE,MED,yes,agent,20	20260807230000	20260807230000_vault_rls.sql	B2	db_record=yes; RLS em vault.secrets + policy vault_secrets_admin_all; 
20260807230100,20260807230100_fix_alert_channels_seq.sql,yes,yes,fix_alert_channels_seq,B2,ARCHIVE,MED,yes,agent,21	20260807230100	20260807230100_fix_alert_channels_seq.sql	B2	db_record=yes; zapp.alert_channels_id_seq no snapshot (2 
20260807235000,20260807235000_bpm_hardening_auth_write_admin_only.sql,yes,yes,bpm_hardening_auth_write_admin_only,B2,ARCHIVE,MED,yes,agent,22	20260807235000	20260807235000_bpm_hardening_auth_write_admin_only.sql	B2	db_record=yes; DROP+CREATE POLICY em 37 tabe
20260807235500,20260807235500_drop_sla_policies.sql,yes,yes,drop_sla_policies,B4,DELETE,MED,,agent,1	20260807235500	20260807235500_drop_sla_policies.sql	B4	DROP sem efeito: ['TABLE:sla_policies']	0	1	-	TABLE:sla_policie
20260807235800,20260807235800_c3_restrict_rls_permissive_policies.sql,yes,yes,c3_restrict_rls_permissive_policies,B2,ARCHIVE,MED,,agent,2	20260807235800	20260807235800_c3_restrict_rls_permissive_policies.sql	B2	Arquivavel (creates(5); drops_present(8))	8	8
20260807235900,20260807235900_drop_empty_pgmq_schema.sql,yes,yes,drop_empty_pgmq_schema,B2,ARCHIVE,MED,yes,agent,3	20260807235900	20260807235900_drop_empty_pgmq_schema.sql	B2	Arquivavel (db_record=yes)	0	0	-	-
20260807236000,20260807236000_revoke_excessive_grants_control_tables.sql,yes,yes,revoke_excessive_grants_control_tables,B2,ARCHIVE,MED,yes,agent,4	20260807236000	20260807236000_revoke_excessive_grants_control_tables.sql	B2	Arquivavel (db_record=yes)	0	0	-	-
20260807270000,20260807270000_session_backfill_pipeline_hardening.sql,yes,yes,session_backfill_pipeline_hardening,B2,ARCHIVE,MED,,agent,5	20260807270000	20260807270000_session_backfill_pipeline_hardening.sql	B2	Arquivavel (creates(3))	5	0	FUNCTION:fn_pipel
20260808000100,20260808000100_oc02_archive_rls.sql,yes,yes,oc02_archive_rls,B2,ARCHIVE,MED,yes,agent,6	20260808000100	20260808000100_oc02_archive_rls.sql	B2	Arquivavel (db_record=yes)	1	0	POLICY:admin_full_access	-
20260808000200,20260808000200_oc02_pgsodium_key_rls.sql,yes,yes,oc02_pgsodium_key_rls,B2,ARCHIVE,MED,yes,agent,7	20260808000200	20260808000200_oc02_pgsodium_key_rls.sql	B2	Arquivavel (db_record=yes)	1	0	POLICY:pgsodium_keymaker_all
20260808110000,20260808110000_security_guard_canonica.sql,yes,yes,security_guard_canonica,B2,ARCHIVE,MED,,agent,8	20260808110000	20260808110000_security_guard_canonica.sql	B2	Arquivavel (creates(1))	3	2	FUNCTION:fn_require_app_user;
20260808110001,20260808110001_rpc_guards_wave.sql,yes,yes,rpc_guards_wave,B2,ARCHIVE,MED,,agent,9	20260808110001	20260808110001_rpc_guards_wave.sql	B2	Arquivavel (creates(8))	10	3	FUNCTION:get_avatars_by_jids_batch;F
20260808110002,20260808110002_mask_resolve_revokes.sql,yes,yes,mask_resolve_revokes,B2,ARCHIVE,MED,,agent,10	20260808110002	20260808110002_mask_resolve_revokes.sql	B2	Arquivavel (creates(2))	2	0	FUNCTION:rpc_resolve_instance_b
20260808110003,20260808110003_policies_restriction_wave.sql,yes,yes,policies_restriction_wave,B2,ARCHIVE,MED,,agent,11	20260808110003	20260808110003_policies_restriction_wave.sql	B2	Arquivavel (creates(11); drops_present(10))	19	21	FUNC
20260808110004,20260808110004_cleanup_hygiene_wave.sql,yes,yes,cleanup_hygiene_wave,B2,ARCHIVE,MED,,agent,12	20260808110004	20260808110004_cleanup_hygiene_wave.sql	B2	Arquivavel (drops_present(1))	0	13	-	TABLE:agent_permission
20260808120000,20260808120000_fix_health_score_cache_seq.sql,yes,yes,fix_health_score_cache_seq,B2,ARCHIVE,MED,yes,agent,13	20260808120000	20260808120000_fix_health_score_cache_seq.sql	B2	Arquivavel (db_record=yes)	0	0	-	-
